word	frequency
==6)	1
==8)	1
Default:	1
perm.push_back(n);	1
Fallback	1
==7)	1
==9)	1
swap(perm.back(),	1
perm[n-1]);	1
max_k_for(n-1)	1
X-axis.	1
1,5,9,	1
1,5,9.	1
[1,5,9],	1
|5-5|	1
|9-5|	1
=4+0+4=8.	1
2,8,8.	1
→6+0+0=6.	1
3,9,10.	1
→6+0+1=7.	1
→0+0+1=1.	1
2,4,1.	1
→1+0+2=3.	1
Seventh:7,3,5	1
|3-5|	1
|7-5|	1
Eighth:1,9,4	1
1,4,9.	1
|9-4|	1
→3+5+0=8.	1
8,2,8,	1
2,8,8,	1
|8-8|?	1
0+0+1=1.	1
[3,9,10],	1
IO,	1
attempted	1
changed?),	1
"Then,	1
U/D),	1
y=h?	1
times):	1
"RRDD").	1
L/R:	1
"LLUU").	1
start):	1
"RRDD"),	1
x=1)	1
"LLDD"),	1
script),	1
"LLUU"	1
'R'):	1
y=-1:	1
y=2>1:	1
D?),	1
permanently	1
(U/D)	1
(L/R).	1
"transformation"	1
valid?).	1
toggled).	1
(flip_lr	1
allowed?).	1
w=1).	1
w-1).	1
dy),	1
"inside	1
change...".	1
(new_x,	1
new_y).	1
inverted,	1
w+1.	1
y_end).	1
y_end),	1
flags)	1
2*2*(w+1)*(h+1),	1
4*1e12,	1
O(total_steps),	1
per-execution	1
y_start),	1
f(start_x,	1
new_flip_ud),	1
start_y).	1
drift,	1
command),	1
landings,	1
re-processed?	1
(moving),	1
command's	1
y_end)	1
execute_once(start_x,	1
(dx=-1),	1
0..5.	1
(w=5),	1
new_x=6>5.	1
new_x=5-1=4,	1
O(total_n	1
total_k),	1
solved",	1
executions),	1
dx=-1,	1
=0-1	1
flip_lr=True	1
Command	1
flip_ud=False).	1
new_x=1+1=2.	1
new_x=1-1=0,	1
Command3:	1
Direction	1
Command4:	1
flip_ud=True.	1
new_y=2>	1
command4,	1
ud,	1
(start_x=0,	1
start_y=0,	1
flip_ud=False)	1
'state_info',	1
next_state).	1
prev_total_at_first_occurrence	1
range(remaining):	1
simulate_execution(current_state)	1
get_direction(c,	1
flip),	1
refactor	1
state_info	1
next_state)	1
(state,	1
prev_total,	1
cumulative_counts,	1
cumulative_counts[i]	1
first_step).	1
first_step.	1
Proceed:	1
cycle_start_state,	1
range(cycle_length):	1
h)[0],	1
h)[1:]	1
simulate_execution(state,	1
new_flip_ud	1
new_flip_ud)	1
temp_total,	1
range(remaining_exec):	1
get_move,	1
end_y;	1
new_flip_ud;	1
simulate_execution:	1
simulate_execution(int	1
flip_lr;	1
res.count	1
res.end_x	1
res.end_y	1
res.new_flip_lr	1
current_flip_lr;	1
res.new_flip_ud	1
current_flip_ud;	1
command).	1
horizontal).	1
current_flip_lr=true:	1
new_x=1+1=2>1	1
current_flip_lr=false:	1
current_y=0	1
current_flip_lr=false,	1
current_flip_ud=false.	1
new_y=0-1	1
current_flip_ud=true:	1
flip_ud=true	1
(h=1).	1
current_y=1.	1
current_flip_ud?	1
new_y=1+1=2>1	1
current_flip_ud=false:	1
{0,0,	1
false};	1
ExecutionResult>	1
state_info;	1
(visited.find(current_state)	1
i<remaining;	1
first_step's	1
step1).	1
step=3	1
(first_step=1),	1
cycle_count,	1
state_to_index;	1
state_to_index:	1
state_to_index[current_state]	1
cycle_total	1
exec_counts[first_index]	1
(exec_counts[first_index-1]	1
first_index>0	1
i=first_index;	1
i<step;	1
exec_counts,	1
exec_counts:	1
exec_counts.	1
state_to_step;	1
step<=k;	1
(state_to_step.find(current_state)	1
state_to_step.end())	1
state_to_step[current_state];	1
(exec_counts	1
step-2)	1
sum_cycle;	1
i<remaining	1
state_to_step[current_state]	1
exec_counts.push_back(res.count);	1
simulations.	1
(sum_cycle	1
num_cycles)	1
sum_remaining,	1
first_step-1,	1
sum_remaining	1
sum_before_cycle.	1
re-simulating	1
O(cycle_length)	1
step=first_step	1
step=k,	1
cycle_length,	1
full_cycles	1
simulate_remainder	1
total_execs	1
remainder_count=0;	1
i<remainder;	1
remainder_count.	1
(first_step-1)	1
remainder_count;	1
step-1}	1
exec_counts[i-1]	1
sum_initial,	1
s=RLRLRL.	1
3*6=18,	1
example:7	1
5*7=35	1
(locally	1
local_flip	1
s="LLDD",	1
global_flip_lr=false,	1
global_flip_ud=false.	1
x=0,y=0.	1
local_flip_lr=false,	1
local_flip_ud=false.	1
new_x=2>1	1
local_flip_ud=false	1
new_y=	1
new_y=0+1=1.	1
x=0,y=1.	1
local_flip_ud=true	1
new_y=2>1	1
count_this=2.	1
count_this=2,	1
re-computing	1
local_flip_lr/ud.	1
bounds)	1
new_y=1,	1
dx=+1,	1
(h=2).	1
current_y=0;	1
exec=0;	1
exec<k;	1
++exec)	1
count_this;	1
re-calculating	1
non-L/R	1
non-U/D	1
L/R/U/D,	1
s="RLRLRL"	1
"RLRLRL"	1
0..3.	1
"RLRRRL"?	1
mistyped	1
"RLRRRL",	1
"RLRLRL".	1
"RLRRRL".	1
==w	1
new_x=3-1=2.	1
new_x=	1
1+0+2=3,	1
new_x=0,	1
exec	1
"piles"	1
Nim!	1
subgames,	1
"finished",	1
"finished"?	1
G(b_1,	1
B2,	1
g2,...,gk	1
heaps)	1
stones),	1
...1.	1
B2,...,Bk	1
Grundy)	1
Bm's	1
Grundy"	1
peanut),	1
pocket's	1
pile"	1
boxes).	1
"stages",	1
(box)	1
"Nim	1
g_m-1.	1
{0,1,...,g_m-1}	1
brilliant!	1
{0,1,...,g-1}.	1
("non-zero	1
pockets").	1
3^3=0).	1
[1],[2],[3]	1
peanut).	1
peanut,	1
pocket?	1
(1^2),	1
counting?	1
ways).	1
(1<=l<=5),	1
8+2+1=11?	1
accurately.	1
a_1...a_k.	1
"pile"	1
(0^1).	1
a_1...a_k,	1
a_i>0),	1
zero-XOR	1
zero-G	1
B2,...,Bk.	1
g_i=0),	1
B2,...,Bk)	1
G=0	1
g1=3	1
g=2^3=1.	1
2^(3-1)	1
[1,2,3,1]:	1
g=1^2^3^1=1^2=3,	1
0^1=1?	1
G=1≠0	1
g_i=0?	1
1^2^1	1
[1,2,3,1]	1
1^2^3^1	1
(1^1)	1
B2,...,Bk:	1
B2,...Bk.	1
sub-partition,	1
f(boxes)	1
f=false.	1
(B1',	1
B2,...),	1
box).	1
3≠0,	1
(pockets)	1
box1,	1
box2's	1
boxes)	1
1≠0,	1
16=2^4,	1
[1,1,1,1,1]	1
output16=2^4.	1
output0=2^0?	1
imagine.	1
misère	1
is1≠0.	1
boxes;	1
pockets".	1
[1],[1].	1
(move2).	1
1+2+3=6	1
2^(3-1)=4≠1.	1
XOR3=0?	1
is3≠0,	1
XOR≠0,	1
XOR3≠0,	1
1=1	1
be4-1=3,	1
moves6	1
XOR0.	1
B1...Bk:	1
G'	1
g=1≠0,	1
g=1≠0.	1
B2,...Bk)	1
a'<a).	1
B1,...,	1
Bi'...,	1
Bk,	1
Bi'	1
G([1],	1
([0],	1
G([1])	1
B1...Bk,	1
(XOR0),	1
is1^1=0,	1
Output16=2^4.	1
be0?	1
is1^2^3=0.	1
a_{2,j},	1
a_{2,j}	1
channel	1
[1,3,5,9].	1
[4,6,5,3].	1
1|4|2	1
1|4	1
>)	1
b_{i,	1
'<')	1
'>').	1
n⋅k	1
current_or.	1
m_per_query).	1
m_avg),	1
<c)	1
b[i][r-1]	1
predicates.	1
m_query).	1
m_query	1
m_q).	1
m_q	1
a_{i+1,j},	1
b[1..n][j]	1
1..max_i.	1
max_i]	1
min_i.	1
[min_i,	1
b[1..n][j],	1
col[i]	1
b_{i+1,	1
b_col[j]	1
b[1][j]	1
b[2][j]	1
a[2][j]	1
b_col[j][i+1]	1
b_col[j].	1
>=c	1
'first_ge'.	1
first_ge]	1
first_ge-1	1
first_ge).	1
i_max,	1
i_max+1.	1
v1,...	1
vn-1],	1
2-1?	1
col.begin())	1
index2-1=1,	1
(c-1).	1
1..pos.	1
pos],	1
first_gt.	1
c+1?	1
upper_bound(c)	1
col.begin().	1
col.end()),	1
begin,	1
[first_country,	1
first_country	1
col.end().	1
max_L.	1
vector<int>(k)).	1
col_b[i]	1
col_b_values,	1
col_b_values[j]	1
scanf,	1
stringstream.	1
sscanf.	1
sscanf	1
sscanf(line.c_str(),	1
%d",	1
&r,	1
&op,	1
&c)	1
%d"	1
%c,	1
%d,	1
"<"	1
">"),	1
stringstream:	1
ss(s);	1
"1<4",	1
op='<'	1
col_b_values[j].	1
'<':	1
condition}	1
pos].	1
solution}	1
first_index+1	1
first_index)	1
pos==0,	1
==n),	1
[1,3,5,9]	1
[4,6,5,3]	1
[2,1,2,7]	1
(region1):	1
country1:1,	1
country2:1|4=5,	1
(region2):	1
country1:3,	1
country2:3|6=7	1
111=7),	1
country3:7	1
(region3):	1
country1:5,	1
country2:5|5=5,	1
(region4):	1
country1:9,	1
country2:9|3=	1
1001)	1
country3:	1
region1,	1
L=1+1=2,	1
region2,	1
3,7,7	1
(c=8-1=7).	1
upper_bound(7)	1
requirement:1	1
Intersection:	1
min(3,3,2)=2.	1
1,5,7	1
2>8	1
region2>8.	1
3,7,7.	1
3>5.	1
region3	1
first_index=2.	1
4>8:	1
region4,	1
first_index=0	1
9>8).	1
1<8:	1
Intersection	1
col_b_values:	1
sscanf,	1
ss>>op	1
'<'):	1
'>'):	1
current_min_R.	1
(!getline(cin,	1
scanf?	1
stringstream,	1
EOL.	1
(current_max_L	1
current_min_R).	1
valid=false	1
first_index=1.	1
<8",	1
<6",	1
is7>5.	1
2>8:	1
upper_bound(8)	1
1>5,	1
pos==0	1
col_b_values[0][0]	1
c-1=2.	1
n,k,q	1
>4".	1
requirement's	1
'1>4...')	1
cin.ignore.	1
cin.ignore(numeric_limits::max(),	1
'\n')	1
"3<newline>1>4..."),	1
"31>4..."	1
data),	1
current_max_L>current_min_R,	1
max(...);	1
numeric_limits.	1
if(!(ss	1
c)){	1
!(ss	1
op='>',	1
Ultra-Meow.	1
MEOW(a),	1
MEX(b,	1
"consisting	1
MEX(empty,	1
MEX({},1)	1
{2}:	1
1,3,4...	1
3,4,5...	1
(size+1)-th	1
m_k,	1
m_{s+1},	1
imply?	1
(s+1)th).	1
s+1?	1
(x-1),	1
restricted).	1
there)	1
(k=1:	1
n+3,...	1
(|b|+1)th	1
2n+2,	1
number.)	1
-x],	1
C(x-1	1
[missing	1
[numbers	1
(x-1)/2)	1
n+2,...	1
x=5>3,	1
(n-1)/2=1.5,	1
s≥2.	1
s=2,3,4.	1
5,7,9.	1
floor((n)/2)+1)	1
(count(x)	1
)}	1
-2k)	1
=x-1-2k	1
2s+1.	1
count_x_less(x)	1
C(n,s)	1
(2s+1)	1
(x<=n),	1
>n).	1
C(5000,	1
n_max=5000,	1
fact[0..max_n]	1
x-1-2k	1
(x-1)//2:	1
C(n,s),	1
(2s+1	1
modulo?	1
x=5000,	1
n^2/4.	1
6,250,000	1
-0=0?	1
x-1=0.	1
C(0,0)=1,	1
term=1*1=1.	1
n-x=0	1
n-x=0).	1
+11=12,	1
m=0-0=0.	1
C(0,0)*C(0,0)=1*1=1.	1
n-x=2.	1
C(0,0)*C(2,0)=1*1=1.	1
n-x=1	1
C(1,0)*C(1,1)	1
m=2-2*1=0.	1
C(2,1)*C(0,0)	1
part:1+2+6=9.	1
x=7>3.	1
C(3,3)=1	1
15+7=22.	1
9+22=31.	1
factorials?	1
inv_fact[n]	1
pow(fact[n],	1
inv_fact[k+1]	1
=5000.	1
1..max_n:	1
max_n-1	1
comb(a,b):	1
inv_fact[a	1
(x-1)//2	1
comb(x-1,	1
comb(n	1
s=5000,	1
x=10001,	1
MAXN=5000;	1
fact[i]=fact[i-1]*i	1
Fermat,	1
fact[MAXN]	1
[](long	1
MAXN;	1
fact[MAXN];	1
inv;	1
MAXN-1;	1
-s]	1
<=x-1.	1
x-1-2k,	1
m<0,	1
n-x.	1
n-x=1.	1
inv_fact[a-b].	1
fact[n-x]	1
(n-x	1
MAXN-1	1
fact[i].	1
1/(a/b)	1
b/a.	1
2-2*1=0.	1
n-x=0,	1
C(2,1)	1
inv_fact[MAXN],	1
while(m)	1
if(m%2	1
inv=	1
a^(exponent)	1
MOD-2.	1
fact[MAXN]^(MOD-2)	1
a^m	1
precompute?	1
C(n-x,	1
n-x?	1
n-x,	1
if(m>	1
n=4999,	1
~2500	1
~5000*2500	1
=12.5e6,	1
non-determinism.	1
2v+1	1
c_u's	1
x_v's.	1
x_root	1
x_right=0.	1
x_left=1,	1
x_v).	1
x_root=0.	1
x_right=1,	1
a_left=0,	1
x_v=0,	1
a_w=1.	1
x_u=0,	1
x_v=1,	1
a_u=1	1
a_w=0.	1
x_v)	1
(a_{2u}	1
(a_{2u+1}	1
=x_u.	1
2u.	1
(u=1),	1
+a_3.	1
=x_3=0.	1
1>=0,	1
differ)	1
a_{child},	1
x_2=2,	1
x_3=1.	1
x_3=1,	1
a_1=0+1+1=2,	1
a_{2u+1},	1
2u+1.	1
x_v's,	1
2u)	1
2u+1).	1
S_{2u+1},	1
S_{2u+1}.	1
S_root	1
2^h	1
unequal?	1
h>1).	1
h>1:	1
h-1.	1
S_right),	1
S_left,	1
h>1),	1
S_left)	1
h-1).	1
sum_{L=0}^{S}	1
(f(h-1,	1
R)>0)	1
h>1,	1
1+2+3+3+3+4+4	1
13+1+2+3+4+2+3=	1
16+28=44	1
*k^2)	1
s>=0,	1
S)=1	1
h>=2).	1
2u),	1
floor(S/2)+1.	1
(S+1)(S+2)/2	1
L=R=0).	1
f(2,0)	1
f(2,0)=0.	1
x_1=13,	1
a_1=13,	1
f(1,13)=1,	1
f(2,1).	1
L)*f(h-1,	1
h>=2	1
sum_{R=0}^{S-L}	1
h==1)	1
(sum_{L=0}^S	1
F[R]))	1
F[R]).	1
total_all_pairs	1
L+R=2L	1
(sum_{L=0}^t	1
F[t-L])	1
P[m]	1
F[i].	1
(S-L)	1
F[S]	1
O(S^2)	1
O(S),	1
O(S^2),	1
P[S-L],	1
sum_{S=0}^k	1
O(S)	1
(500^2)	1
50^2	1
125,000	1
1.25e6,	1
dp[h][s]	1
h-1's	1
dp1[s]	1
prev_prefix[m]	1
prev_dp[i].	1
prev_dp[i]	1
prev_prefix[s-L]	1
sum_{R=0}^{s-L}	1
prev_dp[R].	1
min(s//2,	1
prefix[s-L]	1
h-1)	1
h=1),	1
prev_dp[L]^2,	1
L=R=3	1
3+3=6>5,	1
total_all.	1
prev_dp[L]^2	1
(s//2):	1
h=1?	1
h=n,	1
h=n)	1
[1,1,1,...]	1
s=1:1.	1
prefix[0	1
(h=1),	1
s-L=0,	1
0//2=0).	1
total_all:	1
(prev_dp[0]+prev_dp[1])	1
=1*(1+1)=2.	1
prev_dp[1]	1
total_all=2+1=3.	1
sum_same=1.	1
prev_dp[13]	1
=1*3=3	1
=1*2=2	1
=1*1=1	1
total_all=6.	1
+1^2?	1
=6-2=4.	1
s=0,1,2.	1
h=2's	1
prefix[1]=0+2=2,	1
prefix[2]=2+4=6.	1
prev_dp[1]=2	1
prev_dp[2]=4	1
=4*0=0.	1
total_all=4.	1
=4-4=0?	1
+x7)	1
x2,...x7	1
C(2+7-1,7-1)=	1
C(8,6)=28.	1
f(2,L)=0	1
f(2,R)=0,	1
0+1+0+0+1+0+0	1
x4=0	1
=0+0+0=0.	1
+1+0	1
+0+1	1
(x2)	1
(x5)	1
(x6)	1
(x4	1
x5),	1
x5.	1
!=x5,	1
!=x7,	1
x7)	1
=x1.	1
!=B:	1
==x5,	1
Subcase1b:	1
A+B=1,	1
!=B.	1
Subcase2a:	1
x4=x5=0	1
Subcase2b:	1
x3=x6=x7=0	1
x6=x7=0	1
A+B=0	1
A=B,	1
2"),	1
root(1),	1
a4=2,	1
(a4=2)	1
(a5=0).	1
a6=1,	1
+a4	1
+a5?	1
x6=1	1
node6),	1
(node2):	1
sum:1	1
sum):	1
sum):0.	1
→52	1
→124	1
→304	1
+a_{2u+1},	1
>=a_{child}	1
a1=0+2+1=3,	1
>=a2=3	1
a3=0:	1
(x1=0,	1
to3}	1
prefix[3-L].	1
0-3).	1
=1*4=4	1
L=3:1	1
prefix[0]=1	1
f(2,3)=10-2=8.	1
(x5,	1
x7,	1
(B=0),	1
B=0:	1
B=-1:	1
=a_3,	1
happens...	1
heaps:	1
on5.	1
v=4),	1
v=6),	1
v=7?	1
v=7's	1
node4)	1
+x7.	1
sum:0+2+0=2.	1
x3=2.	1
a1=0+1+2=3,	1
a1=0+2+3=5,	1
a1?	1
>=a3,	1
(5>=3).	1
+a_right	1
+x7=1.	1
sum:0+1+1=2.	1
sum=0:	1
x3=x6=x7=0.	1
paradox.	1
(to5	1
1->2->5.	1
1->3->7.	1
a6=0.	1
a5=1,	1
>=a2=1	1
>=a3=1	1
>=a4=0	1
>=a5=1	1
>=a6=0	1
>=a7=1	1
a_{2v+1},	1
+a_5).	1
+a_7.	1
!=a_5.	1
!=a_7.	1
+a_5	1
+a_7	1
==a_3	1
a5=0).	1
!=a_3,	1
a_4=0	1
a_5=1	1
a_6=0	1
a_7=0	1
x7=1	1
x6.	1
a_6=0.	1
=1+0+0+1+1=3?	1
a_2=0+1+0=1,	1
a_3=0+1+0=1	1
x4=1:	1
>=a_2	1
(1>=1:	1
>=a_3	1
(1>=0:	1
a2=1+1=2?	1
a5=0,	1
2v+1.	1
2v+1).	1
f(2,0)=0	1
f(2,R).	1
!=a_right.	1
(level2	1
a_grandchild_left	1
!=a_grandchild_right.	1
(height2),	1
sum3>2	1
(level2),	1
height3.	1
(non-deterministic),	1
developed,	1
re-verify	1
c_u,	1
c_{2v},	1
2v+1's	1
2v+1)	1
x_w,	1
repetition),	1
multisets?)	1
f_{2v}	1
f_{2v+1},	1
f_w's.	1
f_u's,	1
'a_u'	1
s_u,	1
did!	1
analogous	1
=f_v,	1
=s_u.	1
Say,	1
f_5=1.	1
f_u=2.	1
f_2	1
+s_5	1
s_7=0.	1
s_2=2	1
s_5=1	1
f_6=1.	1
s_3=1.	1
f_3=1,	1
f_1=2.	1
s_1=2,	1
s_3=2,	1
f_3=1.	1
s_2=1+1=2	1
(f_2	1
s_4=1).	1
s_7=0	1
s)=1	1
h>=2:	1
prefix[m]	1
L)^2.	1
500*1=500	1
prefix[s-L])	1
s//2	1
max_L:	1
500)	1
500*500*500	1
O(n_max	1
k_max^2),	1
n_max	1
500+500	1
500+500=1000>500.	1
n=250	1
k=250,	1
250^2	1
15,625,000	1
998244353".	1
(h=1)	1
prev_dp[0]=1	1
prev_dp[1]=1	1
prefix[0]=1*1=1.	1
Total_all=3.	1
(n=1)	1
prev_dp[0]=1.	1
prev_dp[0]*prefix[0]	1
curr_dp[0]=0.	1
prev_dp(k+1,	1
s<=k	1
h=2;	1
h<=n;	1
++h)	1
curr_dp(k+1,	1
prefix(k+1);	1
s<=k;	1
L<=s;	1
prefix[rem])	1
maxL	1
s/2;	1
L<=maxL;	1
s=k,	1
prev_dp[0]=1,	1
prev_dp[1]=1.	1
p=998244353	1
:=1.	1
machine."	1
a_{j+2}	1
(a_{i+1})	1
"activated"	1
a_sub.	1
s_sub[x],	1
t_sub[y],	1
B[i+1].	1
toggles).	1
B[y=	1
B_orig[y]	1
permanently).	1
A_final.	1
b[i+2]	1
s[l-1]	1
s[l-1],	1
s[l],	1
≤k-1).	1
2..k-1,	1
(t_char	1
(s_sub[y-1	1
s_sub[y-1	1
s_sub_str	1
s.substr(l-1,	1
(Wait	1
s_sub_str[(i+2)-1]	1
s_sub_str[i+1].	1
s_sub_str[y-2].	1
s_sub_str[y].	1
s_sub_str[y-2]	1
(s_sub_str[y-2]	1
s_sub:	1
t_sub	1
s_sub[y-1],	1
y-2,	1
(i+2)-1	1
s_sub[i-1].	1
s_sub[y-2].	1
(local),	1
(s_sub[x-1]	1
y-2=0	1
s_sub[0]	1
s_sub[2]	1
(y-1)+1	1
len(s_sub).	1
s[l..r])	1
prefix_s	1
prefix_s[i]	1
s[0..i-1].	1
prefix_s[r]	1
prefix_s[l-1].	1
enabled	1
global:	1
(x-1):	1
y1-2	1
s_sub[y1]	1
<=k-1):	1
s_sub[(x-1)-2]	1
<=k-2	1
<k-1?	1
(x-1)'s	1
(x-1)-2	1
s_sub[x-3]	1
B_final[x+1]:	1
(x+1)-2	1
<=k-2.	1
k-1=1?	1
count_a=2,	1
count_a=3.	1
2<=2<=2	1
2<=2<=2).	1
2..1?	1
'1','1','0').	1
(k-1=2),	1
(substring's	1
local3	1
position1+3-1=	1
t[0..3]	1
(k-1=3),	1
s_sub[3-2=1	1
s_sub[1]	1
s_sub[3]	1
(s_char_is_0)	1
2..k-1)	1
(s_left	1
s_sub[y-2],	1
B_final[y]'s	1
y-2]	1
(substring-local).	1
(s[l	1
y-3]	1
t_char_is_1	1
s_sub[x-1],	1
+x-1]	1
-4],	1
s[l+x-4]	1
s[l+x-2]	1
=2e6,	1
queries'	1
O(2e5).	1
q_in_testcase).	1
k=R-L+1.	1
s[L-1],	1
t[global_y]	1
locally)	1
s[global_{y-2}]	1
s[global_y]	1
global_{y-2}	1
(y-2)]	1
=x+1:	1
B_final[y2]	1
B_final).	1
q_in_testcase)).	1
x_pos	1
+x-2,	1
k-1):	1
s[x_pos]	1
y_global,	1
s[i_global]	1
s[i_global+2]	1
i_global+2,	1
i_global+2.	1
s/t),	1
B_final[y_global	1
pos_local	1
'0's).	1
R-2]	1
+k-2	1
R-2].	1
precomputable	1
+1]:	1
R-1?	1
=x_global	1
B_final[x_global-1]	1
B_final[x_global+1]	1
s[L..R].	1
=x+1):	1
O(R-L+1),	1
s=1111,	1
t=0000,	1
R-1=0	1
L+1=2,	1
R-1=2.	1
s=1010,	1
t=1101,	1
R-1=1.	1
x-1=0	1
x+1=2.	1
s[0]='1',	1
s[1]='0',	1
"1010").	1
L+1:	1
range(L+1,	1
is_B_final(i,	1
is_B_final(x-1,	1
bp1	1
is_B_final(x+1,	1
bp1:	1
k=R-L+1,	1
q=10,	1
(2e4)	1
is_B_final,	1
is_B_final	1
L+2	1
pre_s(n+1,	1
'1');	1
pre_s[L];	1
L+1;	1
R-1;	1
if(s[x]	1
is_bfinal	1
if(t_str[i]	1
is_bfinal(x-1)	1
is_bfinal(x+1)	1
contribution++;	1
ans.push_back(count_a	1
contribution);	1
if(t)	1
"2\n3\n",	1
"2\n3\n1\n..."	1
separation,	1
1101	1
010101	1
011010	1
s="1111",	1
t="0000".	1
pre_s[2]=2,	1
pre_s[3]=3,	1
pre_s[4]=4.	1
pre_s[2]	1
=2-0=2.	1
pre_s[1]	1
s="1010",	1
t="1101".	1
0:'1'	1
1:'0'	1
2:'1'	1
3:'0'	1
pre_s[3]=2,	1
pre_s[4]=2.	1
Query1:1-3	1
(x-1=0):	1
t_str[0]	1
(x+1=2):	1
i=2>1,	1
pre_s[3]	1
=2-0=2?	1
Query2:1-4	1
t="011010".	1
s[1]='1'	1
s[2]='0'	1
s[3]='1'	1
s[5]='1'	1
pre_s[1]=0,	1
pre_s[3]=1,	1
pre_s[4]=2,	1
pre_s[5]=2,	1
pre_s[6]=3.	1
query:2-3	1
x=1,2,3,4	1
"011010".	1
t_str[3]	1
B_final[5]	1
pre_s[6]	1
t_str[1]	1
s[i+1]=s[4]	1
contribution=1.	1
(2-5)	1
query:4-4	1
query:3-6	1
L+1=3,	1
'0','1','0','1'	1
t[L]	1
t="000".	1
(R-1=1).	1
t="111",	1
i=3:7-5=2.	1
[6,7,5]:	1
i=2:7-6=1,	1
i=3:7-6=1	1
6,7,5.	1
2,2,	1
2,1,2,1,1?	1
[2,2,1,1,1].	1
smallest?).	1
(largest).	1
[1,1,1,2,2],	1
left+2	1
2,1,2,1,1.	1
(max_so_far	1
(max_i	1
min_i).	1
about.	1
[x,y]:	1
[y,x]:	1
|x-y|,	1
[7,6,5]:	1
Step1:0,	1
7-6=1,	1
step3:7-5=2.	1
[5,7,6]:	1
min1)	1
(max2	1
(max3	1
min3).	1
2*(max-min).	1
[4,1,2,3],	1
0+3+3+3=9.	1
step3:2.	1
extreme,	1
(max-min)*(n-2)	1
=1*4=4,	1
(10-5)*(2-1)	1
+5=5.	1
(max-min)*0	1
min_element)	1
(3-1)*(4-1)	1
[3,1,3,3].	1
[1,3,3,3]:	1
[4,1,4,2].	1
[5,1,3].	1
2:5-1=4	1
(max-min),	1
elements:7,6,5.	1
(69-69)*0=0.	1
[1,4,2,3]:	1
Step2:4-1=3	1
(2-1)*(4-1)=3.	1
max=min,	1
Max=2,	1
(2-1)*(2)	1
simple?	1
=1*4=4.	1
7,6,5	1
[7,5,6]	1
0+1+2=3	1
(a[0]-a[1])	1
min3,	1
(7-5)*2=4.	1
(2-1)*4=4.	1
"n=m"	1
WF),	1
WF,	1
round),	1
gcd(WL,	1
Flamm:	1
n=m),	1
gcd(2,2)=2>1,	1
j<=b	1
gcd(i,j)<=1,	1
(1,3):1,	1
n=m)	1
(3,6)?	1
gcd(3,6)=3>1,	1
gcd(3,3)=3>1,	1
Flamm's	1
gcd>1?	1
F's:	1
L(3),	1
F(4).	1
gcd3.	1
those?	1
gcd(x,y)<=1.	1
3<=3,	1
10+8=18?	1
+4*4=	1
3+16=19,	1
16=17?	1
1+16=17,	1
j<=b,	1
i<=2	1
F?	1
gcd(x_k,	1
y_k)	1
gcd(i,j)>1.	1
gcd(1,2)=1	1
gcd(4,2)=2>1	1
gcd(5,2)=1	1
that;	1
something...	1
b-1)==1).	1
gcd(2,2)=1	1
reachable(0,3)	1
gcd(0,3)=3>1,	1
[valid,	1
gcd(0,1)=1?	1
b==1?	1
reachable(a-1,b)	1
b==0)	1
b=1>0,	1
reachable(0,0).	1
reachable(1,0).	1
reachable(0,1):	1
gcd(0,3)=3>1	1
[reachable].	1
(0,100)	1
gcd(0,100)=100>1]	1
(1,99),	1
(0,99)	1
(1,98).	1
(gcd(a,b)<=1),	1
gcd(0,b)	1
gcd(0,b)=b).	1
subtraction:	1
coordinate?	1
+4*4=1+16=17.	1
6>1),	1
+1*2=14,	1
+3b.	1
3>2*(b/a	1
ratio).	1
gcd(3,7)=1.	1
(3,7)?	1
(4,7):	1
gcd(4,7)=1.	1
+7*3=	1
8+21=29	1
<33.	1
33:	1
3*7=21,	1
2a=12	1
+7*3=12+21=33.	1
reachable(6,7):	1
reachable(5,7)	1
reachable(6,6).	1
reachable(6,6):	1
reachable(5,7).	1
reachable(5,7):	1
reachable(4,7)	1
reachable(5,6).	1
reachable(4,7).	1
reachable(4,7):	1
reachable(3,7)	1
reachable(3,7):	1
reachable(2,7)	1
reachable(3,6).	1
reachable(3,6):	1
reachable(2,7):	1
reachable(1,7)	1
reachable(2,6).	1
reachable(2,6):	1
reachable(1,7):	1
reachable(0,7)	1
reachable(1,6).	1
reachable(1,6):	1
reachable(0,6)	1
reachable(1,5).	1
reachable(1,5):	1
reachable(0,5)	1
reachable(1,4).	1
reachable(1,1),	1
gcd(n,k)=1	1
l*1,	1
+f,	1
reachable(1,2):	1
2f.	1
illustration),	1
2+10=12,	1
gives4+5=9,	1
gcd>1).	1
contradicted	1
gcd(a,n)=1	1
reachable(a,n).	1
reachable(a,n)	1
reachable(a,n)?	1
output33	1
output86.	1
9*9=81,	1
9*9	1
+0=81,	1
gcd(9,0)=9>1,	1
(gcd(8,1)=1).	1
+1=73.	1
7*9+2=65.	1
gcd(8,1)=1).	1
+1*1=73.	1
=9a	1
=86	1
→9a=85	1
86-9a	1
=86,	1
a<=9,	1
b<=9,	1
Maximize	1
b=86-81=5.	1
(9,5).	1
+5=86.	1
permissive	1
(9,5):	1
reachable(9,5):	1
reachable(8,5)	1
reachable(9,4).	1
reachable(8,5):	1
gcd(8,5)=1.	1
reachable(7,5)	1
reachable(8,4).	1
reachable(8,4):	1
reachable(7,5).	1
F's,	1
F's4.	1
2e7.	1
f)).	1
(1341	1
331's	1
